0.00000E+0	1.10212E-10
1.00000E-2	1.15840E-10
2.00000E-2	4.50149E-11
3.00000E-2	2.06396E-11
4.00000E-2	4.14371E-12
5.00000E-2	2.14413E-12
6.00000E-2	1.38826E-12
7.00000E-2	9.02050E-13
8.00000E-2	7.44054E-13
9.00000E-2	5.61701E-13
1.00000E-1	5.68388E-13
1.10000E-1	4.39386E-13
1.20000E-1	4.15600E-13
1.30000E-1	1.80781E-13
1.40000E-1	1.38109E-13
1.50000E-1	1.40482E-13
1.60000E-1	1.06282E-13
1.70000E-1	8.59600E-14
1.80000E-1	1.25909E-13
1.90000E-1	2.18474E-13
2.00000E-1	1.62795E-13
2.10000E-1	1.80298E-13
2.20000E-1	1.83194E-13
2.30000E-1	2.67493E-13
2.40000E-1	2.25654E-13
2.50000E-1	1.16655E-13
2.60000E-1	8.99160E-14
2.70000E-1	1.46027E-13
2.80000E-1	1.29605E-13
2.90000E-1	6.73129E-14
3.00000E-1	6.80149E-14
3.10000E-1	8.62708E-14
3.20000E-1	6.84940E-14
3.30000E-1	5.21159E-14
3.40000E-1	6.41198E-14
3.50000E-1	5.87147E-14
3.60000E-1	5.53519E-14
3.70000E-1	4.08770E-14
3.80000E-1	4.00437E-14
3.90000E-1	4.24075E-14
4.00000E-1	2.61785E-14
4.10000E-1	2.71467E-14
4.20000E-1	5.41448E-14
4.30000E-1	7.27466E-14
4.40000E-1	6.20499E-14
4.50000E-1	7.13121E-14
4.60000E-1	6.23585E-14
4.70000E-1	3.41862E-14
4.80000E-1	4.35342E-14
4.90000E-1	4.96355E-14
5.00000E-1	4.62054E-14
5.10000E-1	2.20024E-14
5.20000E-1	3.47200E-14
5.30000E-1	3.82796E-14
5.40000E-1	2.44808E-14
5.50000E-1	3.16251E-14
5.60000E-1	2.79111E-14
5.70000E-1	2.52283E-14
5.80000E-1	2.61951E-14
5.90000E-1	2.78198E-14
6.00000E-1	2.94490E-14
6.10000E-1	1.68078E-14
6.20000E-1	1.31267E-14
6.30000E-1	3.81278E-14
6.40000E-1	2.44271E-14
6.50000E-1	1.90063E-14
6.60000E-1	2.60185E-14
6.70000E-1	2.32308E-14
6.80000E-1	1.54398E-14
6.90000E-1	2.28404E-14
7.00000E-1	2.16665E-14
7.10000E-1	1.53834E-14
7.20000E-1	1.61429E-14
7.30000E-1	2.09997E-14
7.40000E-1	2.39002E-14
7.50000E-1	2.99708E-14
7.60000E-1	2.26615E-14
7.70000E-1	2.70893E-14
7.80000E-1	3.39156E-14
7.90000E-1	2.55694E-14
8.00000E-1	1.64338E-14
8.10000E-1	1.73213E-14
8.20000E-1	1.70749E-14
8.30000E-1	1.69504E-14
8.40000E-1	2.52054E-14
8.50000E-1	3.49638E-14
8.60000E-1	2.68358E-14
8.70000E-1	1.42235E-14
8.80000E-1	1.65214E-14
8.90000E-1	1.99750E-14
9.00000E-1	1.89944E-14
9.10000E-1	1.41779E-14
9.20000E-1	2.15285E-14
9.30000E-1	1.89276E-14
9.40000E-1	1.39768E-14
9.50000E-1	1.28179E-14
9.60000E-1	1.19945E-14
9.70000E-1	1.68303E-14
9.80000E-1	2.09900E-14
9.90000E-1	1.98909E-14
1.00000E+0	2.68426E-14
1.01000E+0	3.35246E-14
1.02000E+0	2.72358E-14
1.03000E+0	2.27182E-14
1.04000E+0	3.90703E-14
1.05000E+0	2.25428E-14
1.06000E+0	2.07031E-14
1.07000E+0	2.52918E-14
1.08000E+0	2.67425E-14
1.09000E+0	4.75947E-14
1.10000E+0	5.32956E-14
1.11000E+0	4.19233E-14
1.12000E+0	5.04527E-14
1.13000E+0	4.29690E-14
1.14000E+0	2.38323E-14
1.15000E+0	3.92954E-14
1.16000E+0	3.56210E-14
1.17000E+0	3.46074E-14
1.18000E+0	2.54782E-14
1.19000E+0	3.27321E-14
1.20000E+0	5.41707E-14
1.21000E+0	5.44824E-14
1.22000E+0	4.52640E-14
1.23000E+0	2.34616E-14
1.24000E+0	3.21323E-14
1.25000E+0	3.54503E-14
1.26000E+0	3.07296E-14
1.27000E+0	3.28796E-14
1.28000E+0	4.48403E-14
1.29000E+0	5.06465E-14
1.30000E+0	3.18587E-14
1.31000E+0	2.43666E-14
1.32000E+0	3.21936E-14
1.33000E+0	3.99467E-14
1.34000E+0	3.02386E-14
1.35000E+0	2.72856E-14
1.36000E+0	3.16172E-14
1.37000E+0	3.83436E-14
1.38000E+0	3.42936E-14
1.39000E+0	4.14883E-14
1.40000E+0	3.43150E-14
1.41000E+0	3.25930E-14
1.42000E+0	2.69442E-14
1.43000E+0	2.62398E-14
1.44000E+0	4.17738E-14
1.45000E+0	4.77541E-14
1.46000E+0	6.36996E-14
1.47000E+0	5.27377E-14
1.48000E+0	5.87922E-14
1.49000E+0	4.24641E-14
1.50000E+0	3.67328E-14
1.51000E+0	7.21049E-14
1.52000E+0	4.54777E-14
1.53000E+0	3.52415E-14
1.54000E+0	5.92409E-14
1.55000E+0	5.63208E-14
1.56000E+0	8.83669E-14
1.57000E+0	8.85001E-14
1.58000E+0	7.28713E-14
1.59000E+0	7.58841E-14
1.60000E+0	4.89981E-14
1.61000E+0	8.32704E-14
1.62000E+0	9.23317E-14
1.63000E+0	6.16866E-14
1.64000E+0	5.75878E-14
1.65000E+0	9.79092E-14
1.66000E+0	7.70162E-14
1.67000E+0	1.33214E-13
1.68000E+0	2.03820E-13
1.69000E+0	2.02279E-13
1.70000E+0	1.46081E-13
1.71000E+0	9.66542E-14
1.72000E+0	4.63952E-14
1.73000E+0	3.43172E-14
1.74000E+0	6.04205E-14
1.75000E+0	7.54944E-14
1.76000E+0	8.63556E-14
1.77000E+0	7.46225E-14
1.78000E+0	1.64679E-13
1.79000E+0	1.69042E-13
1.80000E+0	1.28507E-13
1.81000E+0	1.94538E-13
1.82000E+0	2.68055E-13
1.83000E+0	1.93627E-13
1.84000E+0	1.50629E-13
1.85000E+0	2.74865E-13
1.86000E+0	1.69373E-13
1.87000E+0	1.18673E-13
1.88000E+0	1.76399E-13
1.89000E+0	2.70643E-13
1.90000E+0	2.13979E-13
1.91000E+0	2.63905E-13
1.92000E+0	2.56811E-13
1.93000E+0	1.82764E-13
1.94000E+0	1.76570E-13
1.95000E+0	1.09464E-13
1.96000E+0	1.03221E-13
1.97000E+0	1.65075E-13
1.98000E+0	1.97546E-13
1.99000E+0	2.37946E-13
2.00000E+0	2.03361E-13
2.01000E+0	1.35540E-13
2.02000E+0	8.06839E-14
2.03000E+0	8.88640E-14
2.04000E+0	6.70653E-14
2.05000E+0	1.37907E-13
2.06000E+0	1.91463E-13
2.07000E+0	1.56017E-13
2.08000E+0	1.78886E-13
2.09000E+0	1.90797E-13
2.10000E+0	2.15085E-13
2.11000E+0	1.31545E-13
2.12000E+0	8.76777E-14
2.13000E+0	1.28491E-13
2.14000E+0	1.48796E-13
2.15000E+0	1.00302E-13
2.16000E+0	8.99113E-14
2.17000E+0	8.38542E-14
2.18000E+0	9.71873E-14
2.19000E+0	5.70477E-14
2.20000E+0	1.05606E-13
2.21000E+0	1.02007E-13
2.22000E+0	7.70707E-14
2.23000E+0	4.65041E-14
2.24000E+0	8.25694E-14
2.25000E+0	1.06478E-13
2.26000E+0	7.50527E-14
2.27000E+0	6.81061E-14
2.28000E+0	8.00286E-14
2.29000E+0	7.91117E-14
2.30000E+0	6.47768E-14
2.31000E+0	5.74350E-14
2.32000E+0	4.67990E-14
2.33000E+0	5.22775E-14
2.34000E+0	4.44043E-14
2.35000E+0	4.37385E-14
2.36000E+0	3.78133E-14
2.37000E+0	3.68886E-14
2.38000E+0	4.31607E-14
2.39000E+0	3.27244E-14
2.40000E+0	2.60252E-14
2.41000E+0	3.42776E-14
2.42000E+0	3.76699E-14
2.43000E+0	3.78829E-14
2.44000E+0	5.34451E-14
2.45000E+0	6.13899E-14
2.46000E+0	5.03722E-14
2.47000E+0	4.47921E-14
2.48000E+0	5.76602E-14
2.49000E+0	5.99821E-14
2.50000E+0	4.90013E-14
2.51000E+0	5.41082E-14
2.52000E+0	8.16102E-14
2.53000E+0	3.45818E-14
2.54000E+0	3.74724E-14
2.55000E+0	4.25238E-14
2.56000E+0	6.08340E-14
2.57000E+0	5.83237E-14
2.58000E+0	3.31515E-14
2.59000E+0	3.86729E-14
2.60000E+0	3.45975E-14
2.61000E+0	1.84781E-14
2.62000E+0	1.29848E-14
2.63000E+0	2.06944E-14
2.64000E+0	4.52333E-14
2.65000E+0	4.06344E-14
2.66000E+0	2.57113E-14
2.67000E+0	2.96771E-14
2.68000E+0	3.90391E-14
2.69000E+0	2.36016E-14
2.70000E+0	1.99309E-14
2.71000E+0	2.84272E-14
2.72000E+0	4.71575E-14
2.73000E+0	4.19536E-14
2.74000E+0	5.19183E-14
2.75000E+0	3.89412E-14
2.76000E+0	5.08512E-14
2.77000E+0	3.92184E-14
2.78000E+0	6.88706E-14
2.79000E+0	6.34887E-14
2.80000E+0	4.15587E-14
2.81000E+0	5.59702E-14
2.82000E+0	3.43627E-14
2.83000E+0	3.29941E-14
2.84000E+0	6.51850E-14
2.85000E+0	5.75963E-14
2.86000E+0	4.47045E-14
2.87000E+0	2.95101E-14
2.88000E+0	4.15238E-14
2.89000E+0	4.63124E-14
2.90000E+0	3.66604E-14
2.91000E+0	3.49920E-14
2.92000E+0	5.23498E-14
2.93000E+0	9.61053E-14
2.94000E+0	9.66723E-14
2.95000E+0	9.05642E-14
2.96000E+0	4.74961E-14
2.97000E+0	2.68002E-14
2.98000E+0	6.03584E-14
2.99000E+0	9.72314E-14
3.00000E+0	6.37851E-14
3.01000E+0	6.84221E-14
3.02000E+0	1.01391E-13
3.03000E+0	8.97114E-14
3.04000E+0	9.55578E-14
3.05000E+0	1.25589E-13
3.06000E+0	1.17150E-13
3.07000E+0	9.65874E-14
3.08000E+0	1.68337E-13
3.09000E+0	1.80216E-13
3.10000E+0	1.22893E-13
3.11000E+0	1.64093E-13
3.12000E+0	1.21500E-13
3.13000E+0	9.59650E-14
3.14000E+0	9.59472E-14
3.15000E+0	7.09933E-14
3.16000E+0	9.88463E-14
3.17000E+0	6.62738E-14
3.18000E+0	5.68465E-14
3.19000E+0	5.18417E-14
3.20000E+0	6.24143E-14
3.21000E+0	6.68386E-14
3.22000E+0	1.09364E-13
3.23000E+0	7.87888E-14
3.24000E+0	4.48774E-14
3.25000E+0	3.97329E-14
3.26000E+0	7.16119E-14
3.27000E+0	7.63727E-14
3.28000E+0	6.97721E-14
3.29000E+0	8.05752E-14
3.30000E+0	8.74026E-14
3.31000E+0	1.41294E-13
3.32000E+0	1.52657E-13
3.33000E+0	1.23454E-13
3.34000E+0	6.68704E-14
3.35000E+0	7.36107E-14
3.36000E+0	4.46028E-14
3.37000E+0	5.44531E-14
3.38000E+0	5.13193E-14
3.39000E+0	6.84828E-14
3.40000E+0	6.54168E-14
3.41000E+0	6.47012E-14
3.42000E+0	7.85995E-14
3.43000E+0	7.70643E-14
3.44000E+0	9.38425E-14
3.45000E+0	1.00370E-13
3.46000E+0	5.87896E-14
3.47000E+0	8.89032E-14
3.48000E+0	7.61411E-14
3.49000E+0	6.44859E-14
3.50000E+0	1.27196E-13
3.51000E+0	9.61469E-14
3.52000E+0	1.33069E-13
3.53000E+0	1.05817E-13
3.54000E+0	9.93054E-14
3.55000E+0	8.32792E-14
3.56000E+0	8.94973E-14
3.57000E+0	1.37732E-13
3.58000E+0	7.47958E-14
3.59000E+0	8.77251E-14
3.60000E+0	7.76700E-14
3.61000E+0	5.35123E-14
3.62000E+0	7.87763E-14
3.63000E+0	8.53977E-14
3.64000E+0	9.43871E-14
3.65000E+0	5.07654E-14
3.66000E+0	8.86437E-14
3.67000E+0	7.93522E-14
3.68000E+0	6.10927E-14
3.69000E+0	8.74196E-14
3.70000E+0	1.07356E-13
3.71000E+0	8.11273E-14
3.72000E+0	6.14526E-14
3.73000E+0	8.48971E-14
3.74000E+0	3.95122E-14
3.75000E+0	4.80417E-14
3.76000E+0	1.16086E-13
3.77000E+0	1.27279E-13
3.78000E+0	7.54458E-14
3.79000E+0	9.78133E-14
3.80000E+0	8.73246E-14
3.81000E+0	7.83931E-14
3.82000E+0	9.10943E-14
3.83000E+0	8.72289E-14
3.84000E+0	6.40797E-14
3.85000E+0	5.74124E-14
3.86000E+0	8.50388E-14
3.87000E+0	1.08330E-13
3.88000E+0	9.22276E-14
3.89000E+0	6.38523E-14
3.90000E+0	5.92721E-14
3.91000E+0	6.17843E-14
